seq,cam_view,start_frame,end_frame,url,gait_event,dataset,gait_pat,title,uploader,fps,start_time,end_time,duration,checksum,width,height
cljarvh1700ei3n6lkjjreiz2,left side,960,1459,https://www.youtube.com/watch?v=0CdEPm-VYwA,nan,Abnormal Gait,abnormal,Brain Injury Gait - Case Study 23,Mission Gait,60.0,00:00:16.000,00:00:24.317,8.317,12c78bcf54fc1a9ad3752a39b1ae04b08acc0099c953a620a82199ded56a99b8,1920,1080
cljarw4ip00em3n6lp4xcmkcb,front,1471,1655,https://www.youtube.com/watch?v=0CdEPm-VYwA,nan,Abnormal Gait,abnormal,Brain Injury Gait - Case Study 23,Mission Gait,60.0,00:00:24.517,00:00:27.583,3.067,083abe9f12fffffb3a2593974c8ee303ed010af685c59fce7ec1404db1f61392,1920,1080
cljarwu6700eq3n6lq9mk9ef7,back,1722,1894,https://www.youtube.com/watch?v=0CdEPm-VYwA,nan,Abnormal Gait,abnormal,Brain Injury Gait - Case Study 23,Mission Gait,60.0,00:00:28.700,00:00:31.567,2.867,cdbc03723c44360c8de1801292ef70f536ea49ada1120e9e955440c9390ee6c9,1920,1080
cljarxal900eu3n6lsm38n1ra,front,1916,2332,https://www.youtube.com/watch?v=0CdEPm-VYwA,nan,Abnormal Gait,abnormal,Brain Injury Gait - Case Study 23,Mission Gait,60.0,00:00:31.933,00:00:38.867,6.933,7911858a098fabdc1ebd2a8a2bc8234623f6e9b9e8527486c394753ee8826e9f,1920,1080
cljary1c800ey3n6lak8hjn7d,right side,2364,2859,https://www.youtube.com/watch?v=0CdEPm-VYwA,nan,Abnormal Gait,abnormal,Brain Injury Gait - Case Study 23,Mission Gait,60.0,00:00:39.400,00:00:47.650,8.25,166c2b4109322acd7b0b3a456035573a3c647d0ad638239b7b7050b12cde6f3d,1920,1080
cljawsyn6001o3n6l6z20teaj,right side,1,449,https://www.youtube.com/watch?v=IV_IsstW-gA,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait - Case Study 17,Mission Gait,60.0,00:00:00.017,00:00:07.483,7.467,f4468ed3fb81b240b39bbd1e8d056278c1707a0825e9df92697ca91cf9c88277,1920,1080
cljawu5xd001s3n6lejw8p0uv,left side,551,879,https://www.youtube.com/watch?v=IV_IsstW-gA,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait - Case Study 17,Mission Gait,60.0,00:00:09.183,00:00:14.650,5.467,a8290596c4e65c8ec847a5a720254e3f47bc9e31551fa29990ccd42245268b31,1920,1080
cljawurcg001w3n6lbuefy26i,right side,902,2079,https://www.youtube.com/watch?v=IV_IsstW-gA,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait - Case Study 17,Mission Gait,60.0,00:00:15.033,00:00:34.650,19.617,83557a86f706d10e10cfea1c82247ee0b62276f93deda29b4633eca71c6c2293,1920,1080
cljawvm5k00203n6lpalr2ose,left side,2106,3206,https://www.youtube.com/watch?v=IV_IsstW-gA,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait - Case Study 17,Mission Gait,60.0,00:00:35.100,00:00:53.433,18.333,1aaf9c1aeaad6f931dabba45a9b48655886fec7494a8a3fd74b9aa83ba1f9909,1920,1080
cljawx5x200243n6lr7umgyvq,front,3215,3564,https://www.youtube.com/watch?v=IV_IsstW-gA,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait - Case Study 17,Mission Gait,60.0,00:00:53.583,00:00:59.400,5.817,dd9633d36d7da8cd86751aa640aa07626d971392a61416838fc9301e45387ee0,1920,1080
cljawy3jy00283n6l7xw1p3ab,back,3673,3924,https://www.youtube.com/watch?v=IV_IsstW-gA,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait - Case Study 17,Mission Gait,60.0,00:01:01.217,00:01:05.400,4.183,3e75b68e680f6a8e59002ad6a45df3a040d0aaa6e2ecbe512939598d81c2e87a,1920,1080
cljawymwi002c3n6l9mbrouqu,front,3956,4980,https://www.youtube.com/watch?v=IV_IsstW-gA,Right initial contact,Abnormal Gait,abnormal,Chronic Hemiparetic Gait - Case Study 17,Mission Gait,60.0,00:01:05.933,00:01:23.000,17.067,05433bc3a725901b548f5cffa155f4657be002306be2d8b9ca89a696a37ca904,1920,1080
cljawzxb5002g3n6ladcuzi1g,back,5007,5888,https://www.youtube.com/watch?v=IV_IsstW-gA,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait - Case Study 17,Mission Gait,60.0,00:01:23.450,00:01:38.133,14.683,60b4a29b0b42b33260d7de95eff7580d1401813e47963496c631a0cbfbc86bb4,1920,1080
cljo15f2p001s3n6lvgsiqoki,right side,1,212,https://www.youtube.com/watch?v=0CdEPm-VYwA,nan,Abnormal Gait,abnormal,Brain Injury Gait - Case Study 23,Mission Gait,60.0,00:00:00.017,00:00:03.533,3.517,0712eeddfb8aee3e429a81da35ad96f300109fc213fd41cfd5117474ad77fa27,1920,1080
cljo16d9a001w3n6lg07nk76y,left side,244,426,https://www.youtube.com/watch?v=0CdEPm-VYwA,nan,Abnormal Gait,abnormal,Brain Injury Gait - Case Study 23,Mission Gait,60.0,00:00:04.067,00:00:07.100,3.033,10e28ca16cf581a436d3987f7649f5bb5ca57829762637f48dedde14856b73af,1920,1080
cljo16xom001z3n6lfhv0be5m,right side,443,926,https://www.youtube.com/watch?v=0CdEPm-VYwA,nan,Abnormal Gait,abnormal,Brain Injury Gait - Case Study 23,Mission Gait,60.0,00:00:07.383,00:00:15.433,8.05,cc5540d1d9fafd0fb3652d7c0c120c5c2749d5ac5548f9fbc2aafe9310fc3392,1920,1080
cljo17jg300233n6lfdzpb7r6,left side,957,1460,https://www.youtube.com/watch?v=0CdEPm-VYwA,nan,Abnormal Gait,abnormal,Brain Injury Gait - Case Study 23,Mission Gait,60.0,00:00:15.950,00:00:24.333,8.383,4a8b9c6e2888e99a7ebc3dcc6cbcfadf8f2c343f0f0f6adc43056062b7187198,1920,1080
cljo17yhq00273n6loaq9lln6,front,1465,1669,https://www.youtube.com/watch?v=0CdEPm-VYwA,nan,Abnormal Gait,abnormal,Brain Injury Gait - Case Study 23,Mission Gait,60.0,00:00:24.417,00:00:27.817,3.4,ddf36fe04800ef21bca80f1c1e088aa343162d0600fa3ccbc5851c5bcf17dc09,1920,1080
cljo18eon002b3n6lp02ku0w3,back,1720,1895,https://www.youtube.com/watch?v=0CdEPm-VYwA,nan,Abnormal Gait,abnormal,Brain Injury Gait - Case Study 23,Mission Gait,60.0,00:00:28.667,00:00:31.583,2.917,632c9adabd6a735a331ce177c9ace4c1c56c170a15f45501141dc1ec606d0cfe,1920,1080
cljo19dd1002f3n6lx3t94r7n,front,1914,2330,https://www.youtube.com/watch?v=0CdEPm-VYwA,nan,Abnormal Gait,abnormal,Brain Injury Gait - Case Study 23,Mission Gait,60.0,00:00:31.900,00:00:38.833,6.933,e4a04570cb8a70dc2f5fc9434206ff921b8237bd0e9389e306ac04ea992e9efe,1920,1080
cljo1a363002j3n6lcjk9wghk,back,2356,2858,https://www.youtube.com/watch?v=0CdEPm-VYwA,nan,Abnormal Gait,abnormal,Brain Injury Gait - Case Study 23,Mission Gait,60.0,00:00:39.267,00:00:47.633,8.367,97aa4ebae42836f25cbe9f6bc4f64c8ba76c50ddbbda7659cb19c5bf5c82a239,1920,1080
cljw4a7sh00263n6l26jwdqpf,back,1,453,https://www.youtube.com/watch?v=BGMTJ8NJAxA,nan,Abnormal Gait,prosthetic,Case Study 3 - Ant-Post View,Mission Gait,60.0,00:00:00.017,00:00:07.550,7.533,6eda67e4a6a1201056ef30c97d9194d9adc643b7a4ee341ef430338db91d9fe3,1920,1080
cljw4az3t002a3n6l7j3i4lee,front,506,914,https://www.youtube.com/watch?v=BGMTJ8NJAxA,nan,Abnormal Gait,prosthetic,Case Study 3 - Ant-Post View,Mission Gait,60.0,00:00:08.433,00:00:15.233,6.8,c49219905066036eb3badba85752c7f4e11293b77c95b6211ea5998fb3383887,1920,1080
cljw4bg4q002e3n6lkugx2mrd,back,932,1920,https://www.youtube.com/watch?v=BGMTJ8NJAxA,nan,Abnormal Gait,prosthetic,Case Study 3 - Ant-Post View,Mission Gait,60.0,00:00:15.533,00:00:32.000,16.467,954d961ebb5569a8703d654c535ac6a3e8b145227c43107e1eb3200b54d7e159,1920,1080
cljw4bvwa002i3n6l11cwtwxq,front,1982,3014,https://www.youtube.com/watch?v=BGMTJ8NJAxA,nan,Abnormal Gait,prosthetic,Case Study 3 - Ant-Post View,Mission Gait,60.0,00:00:33.033,00:00:50.233,17.2,460dc3ebcf452832b67f72c75905a9b4f8975240e3cb5abeeefd86b25c7ab4e1,1920,1080
clk6kqt7000163n6liyzaaif6,right side,1,198,https://www.youtube.com/watch?v=ErkLnvUHQuc,nan,Abnormal Gait,abnormal,Case Study 11 - 6 Weeks Later,Mission Gait,60.0,00:00:00.017,00:00:03.300,3.283,8f85d72e3d720e8873ad5c609829a1668f38721233d13b05eb1b12806fc6ea2a,1920,1080
clk6krh1l001a3n6le4octg6x,left side,1124,1761,https://www.youtube.com/watch?v=ErkLnvUHQuc,nan,Abnormal Gait,abnormal,Case Study 11 - 6 Weeks Later,Mission Gait,60.0,00:00:18.733,00:00:29.350,10.617,c685c1e6e80ab01ef45158d1797fb74c8e186ecc63a233f31c9befa29fe83a34,1920,1080
clk6ks8hy001e3n6labhtzxzt,front,1783,1958,https://www.youtube.com/watch?v=ErkLnvUHQuc,nan,Abnormal Gait,abnormal,Case Study 11 - 6 Weeks Later,Mission Gait,60.0,00:00:29.717,00:00:32.633,2.917,7c07dbf1421e00c1a9e20acadee06ea00f0a0f78a2d08338dfb1058d0355259e,1920,1080
clk6ksjhi001i3n6la1jkwelz,back,2004,2189,https://www.youtube.com/watch?v=ErkLnvUHQuc,nan,Abnormal Gait,abnormal,Case Study 11 - 6 Weeks Later,Mission Gait,60.0,00:00:33.400,00:00:36.483,3.083,f532fe94c7e3e5b8ac10f9297c1036c7710e29343476f61f501c2cd8b6948d96,1920,1080
clk6ksvq7001l3n6lh5doclng,front,2212,2696,https://www.youtube.com/watch?v=ErkLnvUHQuc,nan,Abnormal Gait,abnormal,Case Study 11 - 6 Weeks Later,Mission Gait,60.0,00:00:36.867,00:00:44.933,8.067,beed30cf575c0c961c65ca3993441cf7a214711fd6ec3274cdfc0af3d7ca2c0e,1920,1080
clk6ktoi4001o3n6l2m6oag7i,back,2831,3475,https://www.youtube.com/watch?v=ErkLnvUHQuc,nan,Abnormal Gait,abnormal,Case Study 11 - 6 Weeks Later,Mission Gait,60.0,00:00:47.183,00:00:57.917,10.733,035d71223ec07da86a9a4c7cd899250c417fa8f3709d8574f62cf09da24d4c4d,1920,1080
clk6lapp7003e3n6lnpqtai54,right side,1,433,https://www.youtube.com/watch?v=fbY4O04uunE,nan,Abnormal Gait,stroke,Chronic Gait Dystonia - Case Study 29,Mission Gait,60.0,00:00:00.017,00:00:07.217,7.2,a5c878d3ab25b4f40f92356b237b8b45de6ac15ca789073be52cfe6e766dde76,1920,1080
clk6lb2my003i3n6lesxxkgpf,left side,487,1033,https://www.youtube.com/watch?v=fbY4O04uunE,nan,Abnormal Gait,stroke,Chronic Gait Dystonia - Case Study 29,Mission Gait,60.0,00:00:08.117,00:00:17.217,9.1,de70feb9f60200123e03e2a753fa683d92ae926d7f5cd536be376ac2df8854ab,1920,1080
clk6lbly5003m3n6l9bjdqiyz,right side,1053,2177,https://www.youtube.com/watch?v=fbY4O04uunE,nan,Abnormal Gait,stroke,Chronic Gait Dystonia - Case Study 29,Mission Gait,60.0,00:00:17.550,00:00:36.283,18.733,a1a7c33ab5802844de5a99fa54b5b4fdf5c559bc6b2e2f996cbd2c73037b2986,1920,1080
clk6lc90h003q3n6lppkjh9f0,left side,2201,3454,https://www.youtube.com/watch?v=fbY4O04uunE,nan,Abnormal Gait,stroke,Chronic Gait Dystonia - Case Study 29,Mission Gait,60.0,00:00:36.683,00:00:57.567,20.883,c968aac199db1474a92f8df0db93fdaec8efa6cca154db975df2782213ebe494,1920,1080
clk6lcq54003u3n6llqcmuee5,front,3468,4247,https://www.youtube.com/watch?v=fbY4O04uunE,nan,Abnormal Gait,stroke,Chronic Gait Dystonia - Case Study 29,Mission Gait,60.0,00:00:57.800,00:01:10.783,12.983,aa19bf9a7861d45ca00572d7e12ce07e4bc25441073ceeaaf3db3b535a9da7da,1920,1080
clk6ld20x003y3n6lmooncyx3,back,4291,4715,https://www.youtube.com/watch?v=fbY4O04uunE,nan,Abnormal Gait,stroke,Chronic Gait Dystonia - Case Study 29,Mission Gait,60.0,00:01:11.517,00:01:18.583,7.067,88015aeda04544ee0f9f7864028e29ab7579b7a7d4727de25940357d1166e68f,1920,1080
clk6ldflp00423n6l9q27b78p,front,4742,6120,https://www.youtube.com/watch?v=fbY4O04uunE,nan,Abnormal Gait,stroke,Chronic Gait Dystonia - Case Study 29,Mission Gait,60.0,00:01:19.033,00:01:42.000,22.967,9d7182a86c3e84439512f070464a934bfed74dcdaefd3b66c93e7a0f72d15c6c,1920,1080
clk6le8lt00463n6l6op89c4x,back,6180,7755,https://www.youtube.com/watch?v=fbY4O04uunE,nan,Abnormal Gait,stroke,Chronic Gait Dystonia - Case Study 29,Mission Gait,60.0,00:01:43.000,00:02:09.250,26.25,dda135589e57e13a986126c859c147b48bfca0263235409da2849aec92e2df9d,1920,1080
cll7492n5000k3o6lv2s5m91s,right side,1,143,https://www.youtube.com/watch?v=i3cgwFdqSfs,nan,Abnormal Gait,abnormal,Case Study 11 - 10 Weeks Later,Mission Gait,60.0,00:00:00.017,00:00:02.383,2.367,824ecaa9eede434542fcf61478f7a8e72996492bfd25cfd5210ebe32b5779dd8,1920,1080
cll749gur000o3o6liy16wuvp,left side,189,336,https://www.youtube.com/watch?v=i3cgwFdqSfs,nan,Abnormal Gait,abnormal,Case Study 11 - 10 Weeks Later,Mission Gait,60.0,00:00:03.150,00:00:05.600,2.45,6ba17e37e9c71b6c3272bef73b56f4bdfd4213ef75d47f45a51fb664ab39dba3,1920,1080
cll749ze3000s3o6lpoucotf0,right side,350,766,https://www.youtube.com/watch?v=i3cgwFdqSfs,nan,Abnormal Gait,abnormal,Case Study 11 - 10 Weeks Later,Mission Gait,60.0,00:00:05.833,00:00:12.767,6.933,2380ab1eb58ea03d4f4fc510d8d676c2f0c760adaa45c838fafbc99497e4534c,1920,1080
cll74aq06000w3o6l1li6whdq,left side,778,1148,https://www.youtube.com/watch?v=i3cgwFdqSfs,nan,Abnormal Gait,abnormal,Case Study 11 - 10 Weeks Later,Mission Gait,60.0,00:00:12.967,00:00:19.133,6.167,5fd3231fac81580392d16ec55f94bbfe3f27fe42276248c04cb01603117ee384,1920,1080
cll74bcch00103o6ljzbks9ds,front,1165,1319,https://www.youtube.com/watch?v=i3cgwFdqSfs,nan,Abnormal Gait,abnormal,Case Study 11 - 10 Weeks Later,Mission Gait,60.0,00:00:19.417,00:00:21.983,2.567,65dd93deafab1062c63157ac378ba52362dc46127137aefa087fd3e04f99d740,1920,1080
cll74bxqz00143o6luhlnqxyb,back,1379,1543,https://www.youtube.com/watch?v=i3cgwFdqSfs,nan,Abnormal Gait,abnormal,Case Study 11 - 10 Weeks Later,Mission Gait,60.0,00:00:22.983,00:00:25.717,2.733,2fd3e858fba8a50d7a9a85ed5472a7c3e0df2f688092beb16f2f4c9195906768,1920,1080
cll74cfvn00183o6lzjgjf4sy,front,1556,1948,https://www.youtube.com/watch?v=i3cgwFdqSfs,nan,Abnormal Gait,abnormal,Case Study 11 - 10 Weeks Later,Mission Gait,60.0,00:00:25.933,00:00:32.467,6.533,0bf52aed471506c5007478a8556f923944b6cbb73ca0f7f17186b0e0f7b8b7ee,1920,1080
cll74cz9o001c3o6ld19cusaf,back,1963,2322,https://www.youtube.com/watch?v=i3cgwFdqSfs,nan,Abnormal Gait,abnormal,Case Study 11 - 10 Weeks Later,Mission Gait,60.0,00:00:32.717,00:00:38.700,5.983,4eb1340cf9b6cd2dacae7abe0c4df1dc4239721cecaa0bbd2d7f7468c6ba713e,1920,1080
cll7b5520001b3o6ltainxzq7,right side,1,454,https://www.youtube.com/watch?v=IV_IsstW-gA,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait - Case Study 17,Mission Gait,60.0,00:00:00.017,00:00:07.567,7.55,c082cfb52be6d8c6c7fa3fcaa24c0232bf18c2aab7a0030df1a74c7018397e71,1920,1080
cll7b5mmr001f3o6ler43480l,left side,549,882,https://www.youtube.com/watch?v=IV_IsstW-gA,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait - Case Study 17,Mission Gait,60.0,00:00:09.150,00:00:14.700,5.55,8c7028829d90418a04d22195c9ac30762c36d0909c651eb6062d845459b4016f,1920,1080
cll7b64pr001j3o6l51wteo3i,right side,902,2077,https://www.youtube.com/watch?v=IV_IsstW-gA,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait - Case Study 17,Mission Gait,60.0,00:00:15.033,00:00:34.617,19.583,8e88f8453bd3db8b2825a80d5acfd3354cc4e1cfb3cd2bc073c8f394dfd8fade,1920,1080
cll7b6r02001n3o6lon9p2jw9,left side,2107,3208,https://www.youtube.com/watch?v=IV_IsstW-gA,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait - Case Study 17,Mission Gait,60.0,00:00:35.117,00:00:53.467,18.35,0e55d654989502ec4b7f4f35db9a9e2301dc99ef4197a2684af07940f3ff97b8,1920,1080
cll7b79a7001r3o6lmg9zv8kx,front,3218,3566,https://www.youtube.com/watch?v=IV_IsstW-gA,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait - Case Study 17,Mission Gait,60.0,00:00:53.633,00:00:59.433,5.8,85a1abc593d850e2863eb99aa6f352b1daccc5e184b2700e21bd73e0a92bbcfd,1920,1080
cll7b7wg2001v3o6lai7giyv9,back,3673,3930,https://www.youtube.com/watch?v=IV_IsstW-gA,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait - Case Study 17,Mission Gait,60.0,00:01:01.217,00:01:05.500,4.283,844ff9665b7d9cd0e5fa4f9830085b902affbd200a4a8244c83cb0d8740815ba,1920,1080
cll7b8e7l001z3o6lrl1ng69n,front,3948,4986,https://www.youtube.com/watch?v=IV_IsstW-gA,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait - Case Study 17,Mission Gait,60.0,00:01:05.800,00:01:23.100,17.3,2e1f29605c845f2fd797bc11a5b2f15bde161b78129538750e81a9bd9add8d3f,1920,1080
cll7b8rqh00233o6lu29ve8tx,back,5002,5895,https://www.youtube.com/watch?v=IV_IsstW-gA,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait - Case Study 17,Mission Gait,60.0,00:01:23.367,00:01:38.250,14.883,3454798d7248f5a3b35f2cdbc178801c0c2967ea8f8307ef74e0602d48bd1333,1920,1080
