seq,cam_view,start_frame,end_frame,url,gait_event,dataset,gait_pat,title,uploader,fps,start_time,end_time,duration,checksum,width,height
cljw6zrh800353n6l76psqelc,left side,1,270,https://www.youtube.com/watch?v=cqbQi5BTsSw,nan,Abnormal Gait,abnormal,"Case Study 7 - ""After"" Walk (Lateral)",Mission Gait,60.0,00:00:00.017,00:00:04.500,4.483,dbd6104f6ae7095e93daad220c8a765a7ef0298b70030f4c5364c578f67e3db6,1920,1080
cljw70c2t00393n6l8ou5prmf,right side,309,574,https://www.youtube.com/watch?v=cqbQi5BTsSw,nan,Abnormal Gait,abnormal,"Case Study 7 - ""After"" Walk (Lateral)",Mission Gait,60.0,00:00:05.150,00:00:09.567,4.417,479b9eaad704b2d71bc849a39668bc0519ad304f220798a4528102f3293700ee,1920,1080
cljw70yj4003d3n6lzhjn55nb,left side,590,1666,https://www.youtube.com/watch?v=cqbQi5BTsSw,nan,Abnormal Gait,abnormal,"Case Study 7 - ""After"" Walk (Lateral)",Mission Gait,60.0,00:00:09.833,00:00:27.767,17.933,e883b61230fd01f23e039efc5cb92cad090915f407040a6ec38b340c23db64ae,1920,1080
cljw7257w003h3n6lgnsitrvd,right side,1805,2897,https://www.youtube.com/watch?v=cqbQi5BTsSw,nan,Abnormal Gait,abnormal,"Case Study 7 - ""After"" Walk (Lateral)",Mission Gait,60.0,00:00:30.083,00:00:48.283,18.2,ddd1d6e5c71d74089b5c64496aad58adc948be4702dd95dd3a538321c0fbffc4,1920,1080
cljw73je6003m3n6l9d63qd2a,left side,291,389,https://www.youtube.com/watch?v=CrToYDUN89A,nan,Abnormal Gait,abnormal,Chronic CVA Gait (Lateral) - Case Study 2,Mission Gait,60.0,00:00:04.850,00:00:06.483,1.633,2903042089c691ab0eabbbf492edd10aada4d420649ec8895fbce7ba0f71c264,1920,1080
cljw743d9003q3n6l8tpmdqtf,right side,524,950,https://www.youtube.com/watch?v=CrToYDUN89A,nan,Abnormal Gait,abnormal,Chronic CVA Gait (Lateral) - Case Study 2,Mission Gait,60.0,00:00:08.733,00:00:15.833,7.1,fece119836855b4a110890ea06bf7f3bd6f104259444c66aaa0abc53ed51dc7b,1920,1080
cljw74mqw003u3n6lmj3h1v6x,left side,1192,1580,https://www.youtube.com/watch?v=CrToYDUN89A,nan,Abnormal Gait,abnormal,Chronic CVA Gait (Lateral) - Case Study 2,Mission Gait,60.0,00:00:19.867,00:00:26.333,6.467,68e87c2d3ae4c0b6582392f016e165723b6f49ff817b8d71633c1f3e8c103da0,1920,1080
cljxkvisw00043n6l32m6unyg,back,1,273,https://www.youtube.com/watch?v=Zi89KGNg9aE,nan,Abnormal Gait,abnormal,Case Study 7 - Barefoot Update (Anterior-Posterior),Mission Gait,60.0,00:00:00.017,00:00:04.550,4.533,baa96586cc5093913bcf775c66fee3f7fd9dc3d012ac7a653651e168be1949d3,1920,1080
cljxkwbqc00083n6l6afotzlq,front,320,561,https://www.youtube.com/watch?v=Zi89KGNg9aE,nan,Abnormal Gait,abnormal,Case Study 7 - Barefoot Update (Anterior-Posterior),Mission Gait,60.0,00:00:05.333,00:00:09.350,4.017,069944ab49fd42f60c718e676688abd4e9e50c264f99f6699cb3d0dc7d954bd7,1920,1080
cljxkx17i000c3n6ldi91r1r9,back,602,1662,https://www.youtube.com/watch?v=Zi89KGNg9aE,nan,Abnormal Gait,abnormal,Case Study 7 - Barefoot Update (Anterior-Posterior),Mission Gait,60.0,00:00:10.033,00:00:27.700,17.667,4cea8d37f2f8c98178b16ec5216689d1a406cc5b9cb24a762a5d77c6d2ac7cee,1920,1080
cljxkxrcq000g3n6l1h9qy95z,front,1824,2818,https://www.youtube.com/watch?v=Zi89KGNg9aE,nan,Abnormal Gait,abnormal,Case Study 7 - Barefoot Update (Anterior-Posterior),Mission Gait,60.0,00:00:30.400,00:00:46.967,16.567,8a3497a978fab98b1c48b7fd22106b62272363aacdea36ff4d8872153b3fc396,1920,1080
clk6kqt7000163n6liyzaaif6,right side,1,198,https://www.youtube.com/watch?v=ErkLnvUHQuc,nan,Abnormal Gait,abnormal,Case Study 11 - 6 Weeks Later,Mission Gait,60.0,00:00:00.017,00:00:03.300,3.283,937d906c0f3219fc167c7e366ef15e714b4ab046e701753f6f716cfa12c65ec5,1920,1080
clk6krh1l001a3n6le4octg6x,left side,1124,1761,https://www.youtube.com/watch?v=ErkLnvUHQuc,nan,Abnormal Gait,abnormal,Case Study 11 - 6 Weeks Later,Mission Gait,60.0,00:00:18.733,00:00:29.350,10.617,11ae03a1999e710871560152ee1620d1b7cc7c56732191672bff81d1cd83087a,1920,1080
clk6ks8hy001e3n6labhtzxzt,front,1783,1958,https://www.youtube.com/watch?v=ErkLnvUHQuc,nan,Abnormal Gait,abnormal,Case Study 11 - 6 Weeks Later,Mission Gait,60.0,00:00:29.717,00:00:32.633,2.917,b499668ced65b8acc19c6af311d540ffcac26bb2339a0a9e88de33f5c28f60fc,1920,1080
clk6ksjhi001i3n6la1jkwelz,back,2004,2189,https://www.youtube.com/watch?v=ErkLnvUHQuc,nan,Abnormal Gait,abnormal,Case Study 11 - 6 Weeks Later,Mission Gait,60.0,00:00:33.400,00:00:36.483,3.083,16d52991eabf15b43939c029209016e5c0740fae820be2e9de4a4ad72c7d41d1,1920,1080
clk6ksvq7001l3n6lh5doclng,front,2212,2696,https://www.youtube.com/watch?v=ErkLnvUHQuc,nan,Abnormal Gait,abnormal,Case Study 11 - 6 Weeks Later,Mission Gait,60.0,00:00:36.867,00:00:44.933,8.067,beed30cf575c0c961c65ca3993441cf7a214711fd6ec3274cdfc0af3d7ca2c0e,1920,1080
clk6ktoi4001o3n6l2m6oag7i,back,2831,3475,https://www.youtube.com/watch?v=ErkLnvUHQuc,nan,Abnormal Gait,abnormal,Case Study 11 - 6 Weeks Later,Mission Gait,60.0,00:00:47.183,00:00:57.917,10.733,90a2ef6d7f874158a6f4fdd1e048db01c94fc50754f213673251b2153ddccf3d,1920,1080
clk6lapp7003e3n6lnpqtai54,right side,1,433,https://www.youtube.com/watch?v=fbY4O04uunE,nan,Abnormal Gait,stroke,Chronic Gait Dystonia - Case Study 29,Mission Gait,60.0,00:00:00.017,00:00:07.217,7.2,e35972ac1f245e49fbb74397ec9af643aac661e30104334292c32fa72f9d5e0c,1920,1080
clk6lb2my003i3n6lesxxkgpf,left side,487,1033,https://www.youtube.com/watch?v=fbY4O04uunE,nan,Abnormal Gait,stroke,Chronic Gait Dystonia - Case Study 29,Mission Gait,60.0,00:00:08.117,00:00:17.217,9.1,f4bc8ca87b5086f75f566cd7bd79e6040f7e582d35460f34dacf87ac21a0decc,1920,1080
clk6lbly5003m3n6l9bjdqiyz,right side,1053,2177,https://www.youtube.com/watch?v=fbY4O04uunE,nan,Abnormal Gait,stroke,Chronic Gait Dystonia - Case Study 29,Mission Gait,60.0,00:00:17.550,00:00:36.283,18.733,a1a7c33ab5802844de5a99fa54b5b4fdf5c559bc6b2e2f996cbd2c73037b2986,1920,1080
clk6lc90h003q3n6lppkjh9f0,left side,2201,3454,https://www.youtube.com/watch?v=fbY4O04uunE,nan,Abnormal Gait,stroke,Chronic Gait Dystonia - Case Study 29,Mission Gait,60.0,00:00:36.683,00:00:57.567,20.883,be0da54bd0cce418d4d82303391c0fbad957bfbd4b7e3fbc155268a31ac95308,1920,1080
clk6lcq54003u3n6llqcmuee5,front,3468,4247,https://www.youtube.com/watch?v=fbY4O04uunE,nan,Abnormal Gait,stroke,Chronic Gait Dystonia - Case Study 29,Mission Gait,60.0,00:00:57.800,00:01:10.783,12.983,0525827d201556085aa8209d98dcd7e1e7b77c072ff020199b29a1bdefe3460a,1920,1080
clk6ld20x003y3n6lmooncyx3,back,4291,4715,https://www.youtube.com/watch?v=fbY4O04uunE,nan,Abnormal Gait,stroke,Chronic Gait Dystonia - Case Study 29,Mission Gait,60.0,00:01:11.517,00:01:18.583,7.067,72e3828ac58d1dbf4b8b9fa2a58230b9372c86e7cd24683f8f248fa1509c614c,1920,1080
clk6ldflp00423n6l9q27b78p,front,4742,6120,https://www.youtube.com/watch?v=fbY4O04uunE,nan,Abnormal Gait,stroke,Chronic Gait Dystonia - Case Study 29,Mission Gait,60.0,00:01:19.033,00:01:42.000,22.967,9d7182a86c3e84439512f070464a934bfed74dcdaefd3b66c93e7a0f72d15c6c,1920,1080
clk6le8lt00463n6l6op89c4x,back,6180,7755,https://www.youtube.com/watch?v=fbY4O04uunE,nan,Abnormal Gait,stroke,Chronic Gait Dystonia - Case Study 29,Mission Gait,60.0,00:01:43.000,00:02:09.250,26.25,00b183a71db5cb913f44156c24f248b7da55d9e66a34e4e874f52589f6fcc495,1920,1080
cll1sz60600053o6lewgeftg3,back,1,319,https://www.youtube.com/watch?v=T8NGOdOMtZ4,nan,Abnormal Gait,abnormal,Case Study 7 - Walking Update (Anterior-Posterior),Mission Gait,60.0,00:00:00.017,00:00:05.317,5.3,ebf56ee26972ff9ec5aef7a0cd7991bc73311ece99b61fc72c3dea7ef353e1f9,1920,1080
cll1t00hj000b3o6ltvcr8m0l,front,369,676,https://www.youtube.com/watch?v=T8NGOdOMtZ4,nan,Abnormal Gait,abnormal,Case Study 7 - Walking Update (Anterior-Posterior),Mission Gait,60.0,00:00:06.150,00:00:11.267,5.117,7a8c48015dc3baf52a566dd382337b71ae865190087c173867d90e980f95a61c,1920,1080
cll1t0vvk000h3o6l7jnt7zo7,back,687,1931,https://www.youtube.com/watch?v=T8NGOdOMtZ4,nan,Abnormal Gait,abnormal,Case Study 7 - Walking Update (Anterior-Posterior),Mission Gait,60.0,00:00:11.450,00:00:32.183,20.733,fafd6e58dff9520eb7a4aefcb8e8d0883df98c8cbebf5d628c7fbcf317a91632,1920,1080
cll1t1y56000n3o6l0erm0qfo,front,2159,3373,https://www.youtube.com/watch?v=T8NGOdOMtZ4,nan,Abnormal Gait,abnormal,Case Study 7 - Walking Update (Anterior-Posterior),Mission Gait,60.0,00:00:35.983,00:00:56.217,20.233,7211bbe584ec13ead8aae3dc12f0baec4a7005b3346643471b6d6c24bddad59c,1920,1080
cll1tfz0t000e3o6l6ypxvap2,right side,1,262,https://www.youtube.com/watch?v=FwJlEV6M1hk,nan,Abnormal Gait,abnormal,Multiple Sclerosis Gait (Lateral) 4 Weeks Later - Case Study,Mission Gait,60.0,00:00:00.017,00:00:04.367,4.35,ab9d8c1e6d0cca0dc0ad2ea211a258df27d7558548c799c6c568c4f56971c490,1920,1080
cll1tggon000i3o6lpdnpztyg,left side,301,553,https://www.youtube.com/watch?v=FwJlEV6M1hk,nan,Abnormal Gait,abnormal,Multiple Sclerosis Gait (Lateral) 4 Weeks Later - Case Study,Mission Gait,60.0,00:00:05.017,00:00:09.217,4.2,cc0b60b07be8e4357521b37bc1527a8db78b8113ae0017c8c5a4610147cb7a07,1920,1080
cll1tgy4z000m3o6lon7dsr95,right side,582,1336,https://www.youtube.com/watch?v=FwJlEV6M1hk,nan,Abnormal Gait,abnormal,Multiple Sclerosis Gait (Lateral) 4 Weeks Later - Case Study,Mission Gait,60.0,00:00:09.700,00:00:22.267,12.567,366023d4d8fad61c00ddf65f631f0b205032a1640ffb66fc86bb64c14739f7d5,1920,1080
cll1thi3n000q3o6lnr0j6u0f,left side,1506,2349,https://www.youtube.com/watch?v=FwJlEV6M1hk,nan,Abnormal Gait,abnormal,Multiple Sclerosis Gait (Lateral) 4 Weeks Later - Case Study,Mission Gait,60.0,00:00:25.100,00:00:39.150,14.05,fcfbbef124dc777257a5ca30f159477ce7b3a3a870b58cf11cb8f5d477c6891a,1920,1080
cll45wx9r00c93o6ls8i3p388,right side,1,303,https://www.youtube.com/watch?v=h2d2sPwD_mU,nan,Abnormal Gait,abnormal,Parkinson's Disease & Low Back Pain - Case Study 21,Mission Gait,60.0,00:00:00.017,00:00:05.050,5.033,f31aad04d09c116c15c03a28ad5908ad6878d1490c5b0ffea225744d2ce10b8a,1920,1080
cll45xfis00cd3o6l8ljdswtv,left side,396,676,https://www.youtube.com/watch?v=h2d2sPwD_mU,nan,Abnormal Gait,abnormal,Parkinson's Disease & Low Back Pain - Case Study 21,Mission Gait,60.0,00:00:06.600,00:00:11.267,4.667,963a51d1219f8c535365b83f92e503573fe9707a9af04fdc2e71a5b768f90bb9,1920,1080
cll45y7bn00ch3o6lda25s1bw,right side,703,1359,https://www.youtube.com/watch?v=h2d2sPwD_mU,nan,Abnormal Gait,abnormal,Parkinson's Disease & Low Back Pain - Case Study 21,Mission Gait,60.0,00:00:11.717,00:00:22.650,10.933,bf8b123519ee6c5f8f4998cec78c152d14674c1a86bc6122292391c2d0fc9d09,1920,1080
cll45yous00cl3o6l3amef1hg,left side,1383,2039,https://www.youtube.com/watch?v=h2d2sPwD_mU,nan,Abnormal Gait,abnormal,Parkinson's Disease & Low Back Pain - Case Study 21,Mission Gait,60.0,00:00:23.050,00:00:33.983,10.933,9055097d61205f7465ccc56261f59d8d892d93afbd1bbdcfb072d16b390814d5,1920,1080
cll45za6600cp3o6l44cswqa9,front,2057,2297,https://www.youtube.com/watch?v=h2d2sPwD_mU,nan,Abnormal Gait,abnormal,Parkinson's Disease & Low Back Pain - Case Study 21,Mission Gait,60.0,00:00:34.283,00:00:38.283,4.0,6de0a0e97f1749cde3d26cace8613c2b565c472e7f6dd34f9e69b2de60b0f8d2,1920,1080
cll45zkrs00ct3o6loe94okf8,back,2370,2673,https://www.youtube.com/watch?v=h2d2sPwD_mU,nan,Abnormal Gait,abnormal,Parkinson's Disease & Low Back Pain - Case Study 21,Mission Gait,60.0,00:00:39.500,00:00:44.550,5.05,fee4e42ead6269b4b1fd0ed453e5db9beb53cae4d919961d801ad68802f7e266,1920,1080
cll46063b00cx3o6lkq2cvt1y,front,2690,3339,https://www.youtube.com/watch?v=h2d2sPwD_mU,nan,Abnormal Gait,abnormal,Parkinson's Disease & Low Back Pain - Case Study 21,Mission Gait,60.0,00:00:44.833,00:00:55.650,10.817,b03a3366661494f46e981701b46070b54b7f7c2da2716cf9f9eac60c46fca5af,1920,1080
cll460wqp00d13o6lp5bsf1ku,back,3364,4029,https://www.youtube.com/watch?v=h2d2sPwD_mU,nan,Abnormal Gait,abnormal,Parkinson's Disease & Low Back Pain - Case Study 21,Mission Gait,60.0,00:00:56.067,00:01:07.150,11.083,8fccd2db3a5766846aeecb35a132af0218812e1ea40a7e532be0dad828c5783f,1920,1080
cll4sar1800053o6lrjwfg70j,right side,1,533,https://www.youtube.com/watch?v=hnoIST5gg9U,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait (cane & AFO) - Case Study 17,Mission Gait,60.0,00:00:00.017,00:00:08.883,8.867,c7309efb433667c2535b1b3e00f6818b5ea479cf4a091a99776143149c535c1d,1920,1080
cll4sbha700093o6ly9spvstq,left side,747,1220,https://www.youtube.com/watch?v=hnoIST5gg9U,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait (cane & AFO) - Case Study 17,Mission Gait,60.0,00:00:12.450,00:00:20.333,7.883,6d2920e811e5c189b1eed8b518b63687530c3164b430dcdc12df03d67797151f,1920,1080
cll4sbxmi000d3o6lcj9aah8k,right side,1249,2590,https://www.youtube.com/watch?v=hnoIST5gg9U,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait (cane & AFO) - Case Study 17,Mission Gait,60.0,00:00:20.817,00:00:43.167,22.35,2e1f228f2dc214224c648512a8ac5eee3f9a8a5bb0f8a0d0ce9ae4b64775d2ee,1920,1080
cll4scju3000h3o6ls1eg53cq,left side,2609,3771,https://www.youtube.com/watch?v=hnoIST5gg9U,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait (cane & AFO) - Case Study 17,Mission Gait,60.0,00:00:43.483,00:01:02.850,19.367,f16d3eda9a6a4acda803410644d007c77de3db7284ec4b29c7db3fb5820e7837,1920,1080
cll4scvxa000k3o6lyevj3yli,front,3783,4287,https://www.youtube.com/watch?v=hnoIST5gg9U,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait (cane & AFO) - Case Study 17,Mission Gait,60.0,00:01:03.050,00:01:11.450,8.4,5d3a48a054fadfaf28cd3dcdee1e33d7c4f9652425c7e6a04085671e21f24304,1920,1080
cll4sddkv000o3o6lpm75iyoy,back,4434,4879,https://www.youtube.com/watch?v=hnoIST5gg9U,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait (cane & AFO) - Case Study 17,Mission Gait,60.0,00:01:13.900,00:01:21.317,7.417,11a45af08895ca06990538dcb2301105c1f1dddf4f9580647fecea1260e25091,1920,1080
cll4sduso000s3o6lkjb878it,front,4899,5888,https://www.youtube.com/watch?v=hnoIST5gg9U,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait (cane & AFO) - Case Study 17,Mission Gait,60.0,00:01:21.650,00:01:38.133,16.483,8077927bd7ca6a41b578299309ae80e474f6bdfa25e6a13b5a84db767a38fb15,1920,1080
cll4seb5n000v3o6lwdsjtqzy,back,5906,7023,https://www.youtube.com/watch?v=hnoIST5gg9U,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait (cane & AFO) - Case Study 17,Mission Gait,60.0,00:01:38.433,00:01:57.050,18.617,9f621e14fda9b44ec0cb8136d246821bfc9e632a4ca875cf26a849fa0a900056,1920,1080
cll4sqano00343o6libyypvif,right side,44,99,https://www.youtube.com/watch?v=hhRODJNUZik,nan,Abnormal Gait,prosthetic,Hop-Skip Running - Above Knee Amputee (C-Leg),Mission Gait,60.0,00:00:00.733,00:00:01.650,0.917,52e536252083ab61ca9195d5a0d894f2d6fa5549f6c95e44720bf4659201baef,1920,1080
cll4sqvdl00383o6lhsd4an2j,left side,215,270,https://www.youtube.com/watch?v=hhRODJNUZik,nan,Abnormal Gait,prosthetic,Hop-Skip Running - Above Knee Amputee (C-Leg),Mission Gait,60.0,00:00:03.583,00:00:04.500,0.917,0a1f7d67fd4ec75895e87a41601f544d30f7fa1539519314cc361f51a5b5e9e2,1920,1080
cll4srfuc003c3o6lgsrgugi8,right side,444,689,https://www.youtube.com/watch?v=hhRODJNUZik,nan,Abnormal Gait,prosthetic,Hop-Skip Running - Above Knee Amputee (C-Leg),Mission Gait,60.0,00:00:07.400,00:00:11.483,4.083,70cf030a88e118dea8f52902fbf40f20492302dbf3370bedae713a38b6cd42e1,1920,1080
cll4ss28r003g3o6ldu082dxy,left side,971,1215,https://www.youtube.com/watch?v=hhRODJNUZik,nan,Abnormal Gait,prosthetic,Hop-Skip Running - Above Knee Amputee (C-Leg),Mission Gait,60.0,00:00:16.183,00:00:20.250,4.067,9b97cbdb53af6fd3ff35322b6af85ab88c0d3317385ee3c45ed71203f4ff40ed,1920,1080
cll4ssg7d003k3o6lp1s8zs9g,front,1315,1414,https://www.youtube.com/watch?v=hhRODJNUZik,nan,Abnormal Gait,prosthetic,Hop-Skip Running - Above Knee Amputee (C-Leg),Mission Gait,60.0,00:00:21.917,00:00:23.567,1.65,61f2b9599eabd372539c7d0905a80b3ee5006b517e1e79055ae562984728d5bd,1920,1080
cll4st1rv003o3o6l7sfx8uhq,back,1539,1633,https://www.youtube.com/watch?v=hhRODJNUZik,nan,Abnormal Gait,prosthetic,Hop-Skip Running - Above Knee Amputee (C-Leg),Mission Gait,60.0,00:00:25.650,00:00:27.217,1.567,51421b09e75bbd6ae555d83db219fe799a21dbb24f41e33d524e0db83d3b83f0,1920,1080
cll4stl3f003s3o6l8w1r71n6,front,1774,2177,https://www.youtube.com/watch?v=hhRODJNUZik,nan,Abnormal Gait,prosthetic,Hop-Skip Running - Above Knee Amputee (C-Leg),Mission Gait,60.0,00:00:29.567,00:00:36.283,6.717,1cb300cedf110f60389fe186a6d2955e070cd78af1f15c48fcad8b4a498459c3,1920,1080
cll4su2eu003w3o6l5wzs40yw,back,2679,3070,https://www.youtube.com/watch?v=hhRODJNUZik,nan,Abnormal Gait,prosthetic,Hop-Skip Running - Above Knee Amputee (C-Leg),Mission Gait,60.0,00:00:44.650,00:00:51.167,6.517,54ced6f53b5d1568d91c4b66edbef70492403c5b9e726a68c19f52e12b6f6cf8,1920,1080
cll4vbibu004h3o6ldilydl4z,front,1,127,https://www.youtube.com/watch?v=hUON3OqCNys,nan,Abnormal Gait,abnormal,Chronic CVA Gait (Anterior-Posterior) - Case Study 2,Mission Gait,60.0,00:00:00.017,00:00:02.117,2.1,238f7b60901c919acef30f642dd3e1936a34752407a512f1eea301b8fb49d62e,1920,1080
cll4vbxym004l3o6lrc6asiky,back,332,440,https://www.youtube.com/watch?v=hUON3OqCNys,nan,Abnormal Gait,abnormal,Chronic CVA Gait (Anterior-Posterior) - Case Study 2,Mission Gait,60.0,00:00:05.533,00:00:07.333,1.8,7799b545af916cead8886d6f304d73cdd9c06da897f8fd2a62e026189d597294,1920,1080
cll4vcbd6004p3o6lid3c1g9g,front,523,654,https://www.youtube.com/watch?v=hUON3OqCNys,nan,Abnormal Gait,abnormal,Chronic CVA Gait (Anterior-Posterior) - Case Study 2,Mission Gait,60.0,00:00:08.717,00:00:10.900,2.183,f6c2e5f97bff87878687670836aae54eb23a396b43efc5d449db341d31f98df5,1920,1080
cll4vcq7i004t3o6ljvfqfw5h,back,888,1040,https://www.youtube.com/watch?v=hUON3OqCNys,nan,Abnormal Gait,abnormal,Chronic CVA Gait (Anterior-Posterior) - Case Study 2,Mission Gait,60.0,00:00:14.800,00:00:17.333,2.533,765551b36648ee34d56f62257a5980dd71241a1dd671b4c77f6b657f9eaa78dc,1920,1080
cll4vdrb3004x3o6llssiwhnc,front,1570,1971,https://www.youtube.com/watch?v=hUON3OqCNys,nan,Abnormal Gait,abnormal,Chronic CVA Gait (Anterior-Posterior) - Case Study 2,Mission Gait,60.0,00:00:26.167,00:00:32.850,6.683,bd1dcfd9dc8b80b24cdd56178bb07e1906601b77fee8f7335e7584368bf1f410,1920,1080
cll4vednu00513o6lipvtz0oz,back,2885,3361,https://www.youtube.com/watch?v=hUON3OqCNys,nan,Abnormal Gait,abnormal,Chronic CVA Gait (Anterior-Posterior) - Case Study 2,Mission Gait,60.0,00:00:48.083,00:00:56.017,7.933,7ed654fb39378008426b2bf04cf1aa1f1b9e9bec2dbb333b24029e5dd0c12062,1920,1080
cll7492n5000k3o6lv2s5m91s,right side,1,143,https://www.youtube.com/watch?v=i3cgwFdqSfs,nan,Abnormal Gait,abnormal,Case Study 11 - 10 Weeks Later,Mission Gait,60.0,00:00:00.017,00:00:02.383,2.367,5f0a4094f7a5c40704c8ec818b8b67a8ce8c2c6c41bf0c1575bce714372e7a3f,1920,1080
cll749gur000o3o6liy16wuvp,left side,189,336,https://www.youtube.com/watch?v=i3cgwFdqSfs,nan,Abnormal Gait,abnormal,Case Study 11 - 10 Weeks Later,Mission Gait,60.0,00:00:03.150,00:00:05.600,2.45,6ba17e37e9c71b6c3272bef73b56f4bdfd4213ef75d47f45a51fb664ab39dba3,1920,1080
cll749ze3000s3o6lpoucotf0,right side,350,766,https://www.youtube.com/watch?v=i3cgwFdqSfs,nan,Abnormal Gait,abnormal,Case Study 11 - 10 Weeks Later,Mission Gait,60.0,00:00:05.833,00:00:12.767,6.933,2380ab1eb58ea03d4f4fc510d8d676c2f0c760adaa45c838fafbc99497e4534c,1920,1080
cll74aq06000w3o6l1li6whdq,left side,778,1148,https://www.youtube.com/watch?v=i3cgwFdqSfs,nan,Abnormal Gait,abnormal,Case Study 11 - 10 Weeks Later,Mission Gait,60.0,00:00:12.967,00:00:19.133,6.167,5fd3231fac81580392d16ec55f94bbfe3f27fe42276248c04cb01603117ee384,1920,1080
cll74bcch00103o6ljzbks9ds,front,1165,1319,https://www.youtube.com/watch?v=i3cgwFdqSfs,nan,Abnormal Gait,abnormal,Case Study 11 - 10 Weeks Later,Mission Gait,60.0,00:00:19.417,00:00:21.983,2.567,65dd93deafab1062c63157ac378ba52362dc46127137aefa087fd3e04f99d740,1920,1080
